"gene","score","rank"
"Gja1",0.59985566511767,729
"Gnb1",0.59985566511767,730
"Mc4r",0.59985566511767,731
"Slco4a1",0.59985566511767,732
"Smpdl3a",0.59985566511767,733
"Sstr2",0.59985566511767,734
"Tmc7",0.59985566511767,735
"Gm10053",0.598911784274585,736
"Grin1",0.598911784274585,737
"Mgat5",0.598911784274585,738
"Mlc1",0.598911784274585,739
"Sec11c",0.598911784274585,740
"Tmem63c",0.598911784274585,741
"Adcy9",0.598612758483376,742
"Pcyox1",0.595880252579265,743
"Litaf",0.595700770627681,744
"Ppp1r9a",0.595700770627681,745
"Emb",0.594720495827161,746
"Mei1",0.593218133482699,747
"Nup210",0.591464850747577,748
"Edem2",0.590157314089964,749
"Amdhd1",0.588741473249751,750
"Eva1a",0.587349986358554,751
"Pcdhga6",0.585690117068228,752
"Pigh",0.585690117068228,753
"Dhcr7",0.585555211442929,754
"Kcnd1",0.584048317645497,755
"Pla2g15",0.580499832188592,756
"G530011O06Rik",0.579696287199677,757
"Cnn2",0.579318169252333,758
"Fermt3",0.579318169252333,759
"Laptm4a",0.57849593493776,760
"Ntsr2",0.57849593493776,761
"Mir124a-1hg",0.577948185983462,762
"Olfml3",0.577948185983462,763
"Mgat2",0.57654809840449,764
"Pcdhga1",0.57654809840449,765
"Acta2",0.574984370649697,766
"Kcnj10",0.574623310820118,767
"Tmbim1",0.574623310820118,768
"Neu1",0.57365253459275,769
"Lhfpl6",0.57345951389562,770
"Chrd",0.572647368469007,771
"Syp",0.572055695315468,772
"Vgf",0.572055695315468,773
"Cd200",0.570742732409242,774
"Tpbg",0.570420105280623,775
"BC004004",0.568406674273277,776
"Dele1",0.568053923698959,777
"Tmem181a",0.56737551903001,778
"E130311K13Rik",0.567184499411588,779
"Tmem250",0.566580790297752,780
"Flrt3",0.565200255428045,781
"Pgrmc2",0.563648954239104,782
"Acvrl1",0.562737945723756,783
"Csf1",0.562181344545249,784
"Notch1",0.56132346699718,785
"Gm13687",0.56111784066685,786
"Tmed10",0.56111784066685,787
"Lypd6b",0.560840531570677,788
"Ormdl1",0.560840531570677,789
"Slc20a1",0.558470601858557,790
"Slc2a6",0.55793149287153,791
"Ormdl3",0.557906832963186,792
"Kcnn1",0.557714834356684,793
"Slc12a4",0.55751461432268,794
"Atp11a",0.556715800386027,795
"Tctn3",0.554260831759858,796
"Gm38424",0.553876335738818,797
"Gm9962",0.553876335738818,798
"Fancd2",0.552294231414421,799
"Ifrd2",0.552294231414421,800
"Fhip1a",0.551625689260357,801
"Plxnb1",0.551551703231085,802
"AI593442",0.551391681488529,803
"Gm53277",0.551391681488529,804
"Lime1",0.551391681488529,805
"Gpr37l1",0.549447770227666,806
"Zdhhc13",0.549447770227666,807
"Hsbp1l1",0.548768796509931,808
"Leprot",0.548768796509931,809
"Arl6ip5",0.548251797997318,810
"Calhm5",0.548251797997318,811
"Cfh",0.548251797997318,812
"Gpr180",0.548251797997318,813
"Robo2",0.548251797997318,814
"Adamts20",0.548044557609946,815
