"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pnma8c",4301.19275169377,-0.726555373443032,0.220499867239654,-3.29503769112643,0.000984084796681126,0.0393450711396472
"Gon4l",1526.03792741558,-0.817816270634872,0.252097658070641,-3.24404548972727,0.00117844924302216,0.0437616248368953
"Arid5b",1450.70568741269,-0.832459852769402,0.259213203514193,-3.21148707505489,0.00132049910470705,0.0473772387614822
"Sbno1",5696.26742087691,-0.83399530638792,0.254639697922358,-3.27519751709026,0.00105588121260208,0.0416615807586536
"Tgs1",1190.47766476251,-0.835709968860557,0.233126735351004,-3.58478819515179,0.000337351867936188,0.0189940473059353
"Usp13",848.702422176378,-0.83850754231454,0.262759763118126,-3.19115656204021,0.00141704469781517,0.0495405417261755
"Cmip",9835.88731281468,-0.84732727767985,0.264609246014719,-3.20218318309526,0.00136390235981565,0.0486685737133035
"Fgf11",657.574815524146,-0.851160989876638,0.254303426633934,-3.3470291814112,0.00081682611278069,0.0348255962886851
"Mrps30",967.159999293097,-0.858426752432886,0.263257755253798,-3.26078428954659,0.00111104528081634,0.0427554833527348
"Rsf1",725.519526659104,-0.860685947779966,0.254956357046951,-3.3758167780122,0.000735969132803258,0.0327332070219863
"Mapk1",33495.8980228669,-0.865721400273515,0.270706205038591,-3.1980109216562,0.00138379039406326,0.0489471082210659
"5830417I10Rik",399.708082021961,-0.866377907578163,0.266550146755244,-3.25033738725983,0.0011526816852473,0.0435383511917656
"Rab3c",9565.10406249334,-0.876029980862149,0.274481043815175,-3.19158645233087,0.00141493759757655,0.0495405417261755
"Bbx",802.814955625526,-0.889407088770809,0.261570303672835,-3.40026018352318,0.000673217608641416,0.0305754692166357
"Rasa2",1040.78145718092,-0.890023710449588,0.2780441621661,-3.20101563548707,0.00136944100849647,0.0486685737133035
"Mef2c",35522.6550599152,-0.890494018929482,0.255173031620382,-3.4897654084945,0.000483444731861471,0.0248891255276489
"Bptf",1718.51630097695,-0.895499813392476,0.270943813025469,-3.30511261133059,0.000949382462862336,0.0384691821137722
"Ddx6",1595.61393663025,-0.901649630368344,0.250776336268781,-3.59543345988579,0.000323851899437223,0.0185112760617482
"Cog7",2443.16544532688,-0.902151551065008,0.277648502180616,-3.24925776288949,0.00115706578992512,0.0435538462113263
"Thoc2",977.073727885128,-0.903709435928749,0.272887216398313,-3.31165910904991,0.00092744483361012,0.0378866254990786
"Arb2a",1246.07833134754,-0.904758357293418,0.270210995051866,-3.34834027430954,0.000812971273936561,0.0348255962886851
