"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0150034","distal axon","11/174","379/28804",2.10272533473453e-05,0.00555119488369916,0.00484733524533539,"Calb2/Cbl/Dcx/Dgki/Dpysl3/Eno1b/Frmd7/Kcna3/Nos1/Scgn/Th",11
"GO:0090575","RNA polymerase II transcription regulator complex","8/174","242/28804",0.000118237895021548,0.0312148042856886,0.01362847316301,"Atf3/Batf2/Fos/Fosl1/Fosl2/Irf9/Pou2af1/Stat1",8
